5760 5760
{'x1': 125.0, 'x2': 372.0, 'y1': 1.0, 'y2': 460.0} {'x1': 119.999744, 'x2': 372.999936, 'y1': 8.99993600000002, 'y2': 485.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-27-337_5_5_204_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 152.0, 'x2': 345.999872, 'y1': 46.00012800000002, 'y2': 458.000384}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-28-361_5_5_204_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 153.999872, 'x2': 345.999872, 'y1': 47.00006400000001, 'y2': 456.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-29-375_5_5_204_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 152.0, 'x2': 349.000192, 'y1': 48.99993599999999, 'y2': 456.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-30-394_5_5_204_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 152.0, 'x2': 347.999744, 'y1': 44.000256000000036, 'y2': 494.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-31-437_5_5_206_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 153.000192, 'x2': 344.00025600000004, 'y1': 47.00006400000001, 'y2': 459.00032}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-32-455_5_5_206_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 154.00012800000002, 'x2': 343.00032, 'y1': 49.000192, 'y2': 459.00006399999995}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-33-472_5_5_206_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 153.99987199999998, 'x2': 347.999744, 'y1': 48.0, 'y2': 455.000064}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-34-500_5_5_206_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 152.999936, 'x2': 346.99980800000003, 'y1': 45.99987200000001, 'y2': 492.99993600000005}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-35-533_5_5_208_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 151.00032, 'x2': 346.000128, 'y1': 49.99987200000001, 'y2': 471.00006400000007}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-36-555_5_5_208_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 153.99987199999998, 'x2': 344.0, 'y1': 50.00012799999999, 'y2': 458.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-37-579_5_5_208_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 154.00012800000002, 'x2': 348.999936, 'y1': 51.000320000000016, 'y2': 453.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-38-600_5_5_208_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 154.999808, 'x2': 346.99980800000003, 'y1': 46.00012799999999, 'y2': 490.00038399999994}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-39-632_5_5_210_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 154.000128, 'x2': 345.00019199999997, 'y1': 48.0, 'y2': 460.000256}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-40-661_5_5_210_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 153.999872, 'x2': 338.99980800000003, 'y1': 44.0, 'y2': 453.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-41-679_5_5_210_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 155.00032, 'x2': 349.000192, 'y1': 49.000192, 'y2': 457.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-42-701_5_5_210_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 156.0, 'x2': 345.000192, 'y1': 47.00006400000004, 'y2': 491.00032}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-43-742_5_5_212_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 156.0, 'x2': 341.999872, 'y1': 46.999808, 'y2': 461.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-44-763_5_5_212_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 159.000064, 'x2': 340.000256, 'y1': 48.0, 'y2': 451.999744}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-45-782_5_5_212_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 157.00019200000003, 'x2': 347.00032, 'y1': 45.99987200000001, 'y2': 455.99974399999996}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-46-817_5_5_212_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 157.00019200000003, 'x2': 344.0, 'y1': 46.00012800000002, 'y2': 492.00025600000004}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-47-848_5_5_214_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 157.999872, 'x2': 341.999872, 'y1': 47.00006399999998, 'y2': 461.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-48-869_5_5_214_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 160.999936, 'x2': 338.99980800000003, 'y1': 44.00025599999998, 'y2': 448.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-49-887_5_5_214_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 158.00012800000002, 'x2': 343.000064, 'y1': 47.000320000000016, 'y2': 457.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-50-913_5_5_214_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 159.99974400000002, 'x2': 341.999872, 'y1': 47.00006400000001, 'y2': 495.000064}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-51-956_5_5_216_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 160.999936, 'x2': 340.99968, 'y1': 43.99974399999999, 'y2': 464.99993600000005}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-52-978_5_5_216_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 164.00025599999998, 'x2': 342.000128, 'y1': 46.00012800000002, 'y2': 448.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-53-996_5_5_216_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 156.999936, 'x2': 342.99980800000003, 'y1': 48.999679999999984, 'y2': 477.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-55-028_5_5_216_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 160.999936, 'x2': 340.99968, 'y1': 47.00006400000001, 'y2': 493.000192}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-56-062_5_5_218_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 162.00012800000002, 'x2': 339.000064, 'y1': 44.999679999999984, 'y2': 465.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-57-083_5_5_218_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 164.00025599999998, 'x2': 335.000064, 'y1': 46.00012799999999, 'y2': 446.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-58-108_5_5_218_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 159.99974400000002, 'x2': 341.999872, 'y1': 47.00006399999998, 'y2': 461.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-27-59-132_5_5_218_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 163.00032, 'x2': 341.000192, 'y1': 45.99987200000001, 'y2': 496.99968}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-00-165_5_5_220_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 163.99974400000002, 'x2': 336.0, 'y1': 47.00006400000001, 'y2': 463.000064}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-01-192_5_5_220_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 165.99987199999998, 'x2': 335.999744, 'y1': 48.99993599999999, 'y2': 448.999936}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-02-214_5_5_220_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 162.00012800000002, 'x2': 339.000064, 'y1': 49.99987199999998, 'y2': 481.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-03-239_5_5_220_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 166.99980799999997, 'x2': 340.0, 'y1': 45.000192, 'y2': 500.00025600000004}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-04-278_5_5_222_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 167.000064, 'x2': 330.999808, 'y1': 47.00006399999998, 'y2': 466.99980800000003}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-05-296_5_5_222_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 167.000064, 'x2': 334.000128, 'y1': 47.000320000000016, 'y2': 450.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-06-327_5_5_222_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 164.999936, 'x2': 340.0, 'y1': 48.99993599999996, 'y2': 484.99968}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-07-363_5_5_222_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 169.000192, 'x2': 337.00019199999997, 'y1': 45.000192, 'y2': 496.99993600000005}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-08-396_5_5_224_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 169.000192, 'x2': 330.000128, 'y1': 44.999679999999984, 'y2': 465.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-09-411_5_5_224_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 170.00012800000002, 'x2': 331.000064, 'y1': 43.99974399999999, 'y2': 448.99993600000005}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-10-435_5_5_224_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 164.999936, 'x2': 338.000128, 'y1': 50.999808, 'y2': 475.99974399999996}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-11-456_5_5_224_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 169.99987199999998, 'x2': 335.000064, 'y1': 47.000320000000016, 'y2': 498.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-12-488_5_5_226_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 169.000192, 'x2': 330.000128, 'y1': 44.0, 'y2': 466.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-13-513_5_5_226_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 170.000384, 'x2': 334.000128, 'y1': 45.000192, 'y2': 452.00025600000004}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-14-528_5_5_226_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 167.000064, 'x2': 337.999872, 'y1': 49.99987200000001, 'y2': 476.99968}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-15-549_5_5_226_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 172.999936, 'x2': 333.999872, 'y1': 44.0, 'y2': 498.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-16-586_5_5_228_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 173.99987199999998, 'x2': 332.999936, 'y1': 45.000192, 'y2': 468.00025600000004}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-17-603_5_5_228_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 170.00012800000002, 'x2': 332.999936, 'y1': 46.999808, 'y2': 454.99980800000003}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-18-620_5_5_228_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 171.00032, 'x2': 335.000064, 'y1': 50.00012799999999, 'y2': 483.00006399999995}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-19-649_5_5_228_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 175.000064, 'x2': 333.00019199999997, 'y1': 45.000192, 'y2': 496.99993600000005}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-20-677_5_5_230_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 177.000192, 'x2': 329.00019199999997, 'y1': 45.000192, 'y2': 464.99993600000005}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-21-692_5_5_230_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 176.999936, 'x2': 326.000128, 'y1': 45.99987199999998, 'y2': 459.000064}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-22-714_5_5_230_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 172.999936, 'x2': 333.999872, 'y1': 48.99993599999996, 'y2': 484.99968}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-23-733_5_5_230_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 176.0, 'x2': 330.999808, 'y1': 44.0, 'y2': 498.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-24-764_5_5_232_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 178.000128, 'x2': 330.000128, 'y1': 45.99987200000001, 'y2': 462.99980800000003}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-25-789_5_5_232_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 179.000064, 'x2': 325.999872, 'y1': 43.00031999999999, 'y2': 463.000064}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-26-802_5_5_232_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 173.99987199999998, 'x2': 331.000064, 'y1': 46.999808, 'y2': 495.99974399999996}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-27-825_5_5_232_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 178.000128, 'x2': 330.000128, 'y1': 48.00025600000001, 'y2': 497.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-28-859_5_5_234_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 177.99987199999998, 'x2': 328.999936, 'y1': 50.999808, 'y2': 472.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-29-873_5_5_234_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 181.00019200000003, 'x2': 323.00032, 'y1': 46.00012800000002, 'y2': 464.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-30-888_5_5_234_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 177.000192, 'x2': 329.00019199999997, 'y1': 48.99993599999999, 'y2': 495.000064}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-31-904_5_5_234_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 182.000128, 'x2': 326.000128, 'y1': 48.99993600000002, 'y2': 493.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-32-933_5_5_236_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 182.00012800000002, 'x2': 328.0, 'y1': 49.000192, 'y2': 459.00006399999995}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-33-951_5_5_236_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 181.99987199999998, 'x2': 324.999936, 'y1': 46.00012799999999, 'y2': 462.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-34-964_5_5_236_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 182.999808, 'x2': 327.99974399999996, 'y1': 49.99987199999998, 'y2': 496.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-35-980_5_5_236_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 185.99987199999998, 'x2': 324.99968, 'y1': 48.99993599999999, 'y2': 496.999936}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-37-013_5_5_238_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 189.99987199999998, 'x2': 327.99974399999996, 'y1': 56.00000000000003, 'y2': 468.00025600000004}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-38-029_5_5_238_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 187.999744, 'x2': 313.999872, 'y1': 48.0, 'y2': 460.000256}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-39-038_5_5_238_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 187.000064, 'x2': 323.000064, 'y1': 50.00012799999999, 'y2': 499.00006399999995}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-40-061_5_5_238_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 186.999808, 'x2': 321.999872, 'y1': 51.000320000000016, 'y2': 494.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-41-086_5_5_240_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 191.000064, 'x2': 322.999808, 'y1': 58.00012800000002, 'y2': 468.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-42-097_5_5_240_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 189.00019199999997, 'x2': 319.000064, 'y1': 46.999808, 'y2': 454.99980800000003}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-43-119_5_5_240_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 189.00019200000003, 'x2': 320.999936, 'y1': 48.99993599999996, 'y2': 502.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-44-138_5_5_240_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 192.000256, 'x2': 321.00019199999997, 'y1': 51.99974399999999, 'y2': 490.99980800000003}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-45-163_5_5_242_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 193.99987199999998, 'x2': 321.999872, 'y1': 53.000192, 'y2': 464.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-46-180_5_5_242_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 190.00012800000002, 'x2': 320.0, 'y1': 44.00025600000001, 'y2': 460.00025600000004}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-47-191_5_5_242_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 191.999744, 'x2': 318.999808, 'y1': 52.99993600000002, 'y2': 501.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-48-206_5_5_242_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 196.0, 'x2': 317.999872, 'y1': 50.999808, 'y2': 491.99974399999996}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-49-239_5_5_244_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 196.0, 'x2': 317.999872, 'y1': 51.00006400000001, 'y2': 452.0}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-50-248_5_5_244_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 192.99968, 'x2': 317.999872, 'y1': 47.00006399999998, 'y2': 461.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-51-255_5_5_244_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 192.99993600000002, 'x2': 317.000192, 'y1': 49.000192, 'y2': 496.00025600000004}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-52-276_5_5_244_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 198.00012800000002, 'x2': 315.00032, 'y1': 51.99974399999999, 'y2': 490.99980800000003}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-53-301_5_5_246_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 199.000064, 'x2': 316.000256, 'y1': 52.99993599999999, 'y2': 450.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-54-310_5_5_246_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 193.999872, 'x2': 314.99980800000003, 'y1': 44.0, 'y2': 466.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-55-325_5_5_246_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 195.000064, 'x2': 315.000064, 'y1': 50.99980799999997, 'y2': 496.999936}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-56-338_5_5_246_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 198.00012800000002, 'x2': 315.00032, 'y1': 51.00006400000001, 'y2': 489.000192}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-57-359_5_5_248_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 195.999744, 'x2': 314.999808, 'y1': 49.99987199999998, 'y2': 455.000064}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-58-373_5_5_248_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 199.000064, 'x2': 311.000064, 'y1': 44.99993599999999, 'y2': 467.000064}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-28-59-378_5_5_248_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 196.999936, 'x2': 315.000064, 'y1': 52.00025600000001, 'y2': 493.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-00-389_5_5_248_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 200.999936, 'x2': 312.999936, 'y1': 52.000256000000036, 'y2': 486.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-01-415_5_5_250_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 198.000128, 'x2': 313.999872, 'y1': 50.00012799999999, 'y2': 456.00025600000004}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-02-418_5_5_250_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 198.999808, 'x2': 309.999872, 'y1': 43.99974399999999, 'y2': 466.99980800000003}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-03-421_5_5_250_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 198.000128, 'x2': 313.999872, 'y1': 46.00012799999999, 'y2': 501.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-04-436_5_5_250_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 201.999872, 'x2': 310.000128, 'y1': 48.00025599999998, 'y2': 488.000256}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-05-453_5_5_252_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 199.999744, 'x2': 310.999808, 'y1': 48.0, 'y2': 451.999744}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-06-466_5_5_252_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 197.99987199999998, 'x2': 308.999936, 'y1': 44.0, 'y2': 466.000128}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-07-477_5_5_252_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 200.000256, 'x2': 313.000192, 'y1': 46.00012799999999, 'y2': 497.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-08-484_5_5_252_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 200.99968, 'x2': 309.999872, 'y1': 47.999743999999964, 'y2': 485.999872}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-09-497_5_5_254_img.txt
{'x1': 0.0, 'x2': 0.0, 'y1': 0.0, 'y2': 0.0} {'x1': 201.99987199999998, 'x2': 308.99968, 'y1': 46.00012799999999, 'y2': 453.00019199999997}
../Object-Detection-Metrics/detections/synthdata_2020-08-26_21-29-10-505_5_5_254_img.txt
